Title,ASIN,Stars,Review,Price,clean_review,predicted_sentiment
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"البطارية مش احسن حاجه بس معقولة
الصوت في المكالمات تحفه
الميكرفون رائع","2,688",البطارية مش احسن حاجه بس معقولة الصوت في المكالمات تحفه الميكرفون رائع,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"السماعة لسه تحت التجربة
لكن شكلها شيك و صوتها حلو جدا
العزل بنسبة من 80% ل 90%
المايك كويس بالنسبة لفئتها السعرية
... للعلم عليها ضمان إتصال و سعرها في العروض 2900 ج","2,688",السماعة لسه تحت التجربة لكن شكلها شيك و صوتها حلو جدا العزل بنسبة من ل المايك كويس بالنسبة لفئتها السعرية للعلم عليها ضمان إتصال و سعرها في العروض ج,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,مش وحشه,"2,688",مش وحشه,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,سماعة شيك وثابتة في الأذن وعزل الضوضاء من جيد إلى جيد جدا وتجربة المكالمات جيدة جدا عملت مكالمة من فوق كوبري قصر النيل وكنت سامع كويس والطرف الآخر كمان سامع كويس بالرغم من الهوا وصوت كلاكسات العربيات وجربتها في المترو نفس النتيجة تاخد من ٨ إلى ٩ من عشرة تقريبا من أفضل السماعات اللي جربتها في إجراء المكالمات والبطارية جبارة دي أفضل بطارية حرفيا أنا إستخدمتها إنت ممكن تشحن مرة كل ١٠ أيام أو أسبوعين لو إستخدام متوسط أو عادي والتطبيق متميز وبسيط والإقتران بالتليفون بيتم أول ما تفتح العلبة لحد هنا وكله تمام جدا طيب ليه أنا اديتها في التقييم ٣ مش حتى ٤ علشان الصوت كارثة بالنسبة لي صوت حاد ومسطح ومش عالي قوي ومفيش فيه فصل بين الطبقات صوت سماعة رخيصة قوي مش بالمبلغ ده بجد الصوت سيئ جدا نصيحة لو بتحب تسمع موسيقى كتير بلاش السماعة ولو مش بتهتم بالموسيقى هيبقي إختيار ممتاز بس لأني بحب أسمع موسيقى فهتبقي مش مفضلة بالنسبة لي في الإستخدام,"2,688",سماعة شيك وثابتة في الأذن وعزل الضوضاء من جيد إلى جيد جدا وتجربة المكالمات جيدة جدا عملت مكالمة من فوق كوبري قصر النيل وكنت سامع كويس والطرف الآخر كمان سامع كويس بالرغم من الهوا وصوت كلاكسات العربيات وجربتها في المترو نفس النتيجة تاخد من إلى من عشرة تقريبا من أفضل السماعات اللي جربتها في إجراء المكالمات والبطارية جبارة دي أفضل بطارية حرفيا أنا إستخدمتها إنت ممكن تشحن مرة كل أيام أو أسبوعين لو إستخدام متوسط أو عادي والتطبيق متميز وبسيط والإقتران بالتليفون بيتم أول ما تفتح العلبة لحد هنا وكله تمام جدا طيب ليه أنا اديتها في التقييم مش حتى علشان الصوت كارثة بالنسبة لي صوت حاد ومسطح ومش عالي قوي ومفيش فيه فصل بين الطبقات صوت سماعة رخيصة قوي مش بالمبلغ ده بجد الصوت سيئ جدا نصيحة لو بتحب تسمع موسيقى كتير بلاش السماعة ولو مش بتهتم بالموسيقى هيبقي إختيار ممتاز بس لأني بحب أسمع موسيقى فهتبقي مش مفضلة بالنسبة لي في الإستخدام,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتاز بس موصلنيش فاتورة فمحتاج فاتورة الكترونيه,"2,688",ممتاز بس موصلنيش فاتورة فمحتاج فاتورة الكترونيه,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة أوصي بها ..,"2,688",ممتازة أوصي بها,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة جدا و قيمة مقابل سعر,"2,688",ممتازة جدا و قيمة مقابل سعر,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,"صوت السماعة و الاوبشنز حلوة جدا
بس لو لمكالمات ف مش مفيدة تماما
كل الاصوات اللي حواليك مسموعين ف المكالمة
Noise cancellation شغال كويس جدا بس ليك انت مش للي بتكلمه","2,688",صوت السماعة و الاوبشنز حلوة جدا بس لو لمكالمات ف مش مفيدة تماما كل الاصوات اللي حواليك مسموعين ف المكالمة شغال كويس جدا بس ليك انت مش للي بتكلمه,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"طلبت اللون الأزرق السماوي بعتولي اللون الابيض وعملت استرجاع جم اخدوا السماعة وبقالي اسبوعين دلوقتي محدش معبرني ولا حتي رجعولي الجلوس
I ordered this blue color but what I received white color instead I ordered a replacement they came took it and then it's been two weeks without any update, worst experience I have ever came across","2,688",طلبت اللون الأزرق السماوي بعتولي اللون الابيض وعملت استرجاع جم اخدوا السماعة وبقالي اسبوعين دلوقتي محدش معبرني ولا حتي رجعولي الجلوس,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,السماعه وصلت العلبه ما كانتش متبهدله كانت حالتها ممتازه طبعا اتاكدت ان المنتج اصلي من الباركود اللي بيكون جوه العلبه من الموقع بتاع ساوند كور انا مش بقيم السماعه دي من احسن السماعات الموجوده في السوق حاليا انا بقيم التجربه في الشراء مع امازون السعر ممتاز والتغليف كان في حاله كويسه جدا والمنطق اصلي,"2,688",السماعه وصلت العلبه ما كانتش متبهدله كانت حالتها ممتازه طبعا اتاكدت ان المنتج اصلي من الباركود اللي بيكون جوه العلبه من الموقع بتاع ساوند كور انا مش بقيم السماعه دي من احسن السماعات الموجوده في السوق حاليا انا بقيم التجربه في الشراء مع امازون السعر ممتاز والتغليف كان في حاله كويسه جدا والمنطق اصلي,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جاتنى بالضمان اتصالات بلصق استيكر. على العبوة ودى حاجه ممتازة,"2,688",جاتنى بالضمان اتصالات بلصق استيكر على العبوة ودى حاجه ممتازة,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جوده عاليه,"2,688",جوده عاليه,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"سماعه ممتازه
وصوتها حلو عالي
والمايك ممتاز في الزحمه
وشكلها حلو
المشكله الكبيره فيها اللي هي كل شويه عايزه توجع من الاذن وغيرت الكوتشات والمشكله زي ما هي","2,688",سماعه ممتازه وصوتها حلو عالي والمايك ممتاز في الزحمه وشكلها حلو المشكله الكبيره فيها اللي هي كل شويه عايزه توجع من الاذن وغيرت الكوتشات والمشكله زي ما هي,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,منتج سيء جدا استمر بالعمل لمده 5 اشهر وبعد ذلك ظهرت مشكله بالشحن وعند الاعادة للمركز الصيانه لم يتم استرجاعها او تصليحها وخدمة عملاء سيئه جدا,"2,688",منتج سيء جدا استمر بالعمل لمده اشهر وبعد ذلك ظهرت مشكله بالشحن وعند الاعادة للمركز الصيانه لم يتم استرجاعها او تصليحها وخدمة عملاء سيئه جدا,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,الصوت مش قوى كفايه والبيزك قليل ولكن ممتازه,"2,688",الصوت مش قوى كفايه والبيزك قليل ولكن ممتازه,محايد
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,"كويسه جدا ك مايك وجوده صوت.
بس ازي اقفل من التاتش المكالمه.مش عارف عارف لحد الان
اقترن سريع جدا.
فيه شويه دوشه لما بشغل وضعtransparency mode","2,688",كويسه جدا ك مايك وجوده صوت بس ازي اقفل من التاتش المكالمهمش عارف عارف لحد الان اقترن سريع جدا فيه شويه دوشه لما بشغل وضع,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,السماعة اليمين في المطبات و انا عالطريق بتخروش وبحس صوت اليمين أضعف من الشمال حاجة بسيطة و ال noise cancelation مش أعظم حاجة يعني,"2,688",السماعة اليمين في المطبات و انا عالطريق بتخروش وبحس صوت اليمين أضعف من الشمال حاجة بسيطة و ال مش أعظم حاجة يعني,محايد
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة,"2,688",ممتازة,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,مقابل السعر العزل مش احسن حاجه من المفروض المنتج بيزعم ان العزل ٩٨% اعتقد ان العزل نص القيمة ديه فى احسن الاحوال,"2,688",مقابل السعر العزل مش احسن حاجه من المفروض المنتج بيزعم ان العزل اعتقد ان العزل نص القيمة ديه فى احسن الاحوال,محايد
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,المنتج مطابق و السماعة و المايك ممتازين لكن الغاء الضوضاء جيد.,"2,688",المنتج مطابق و السماعة و المايك ممتازين لكن الغاء الضوضاء جيد,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"مبسوط جدا بالاداء والمكالمات رائعه
بتكلم منها وانا اقود السياره وفاتح الشباك واللي بيكلمني سامعني كويس جدا
واداء الموسيقي ممتاز
انصح بشراءه جدا
اشتريته بسعر 3299 اللون السماوي","2,688",مبسوط جدا بالاداء والمكالمات رائعه بتكلم منها وانا اقود السياره وفاتح الشباك واللي بيكلمني سامعني كويس جدا واداء الموسيقي ممتاز انصح بشراءه جدا اشتريته بسعر اللون السماوي,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,للأسف معرفتش اوصل السماعة بلوتوث من 3 موبايلات مختلفة.. شحنتها الاول وعملت زي المانيوال بالظبط مفيش فايدة..والسماعة نفسها مفروض تنور ولكن مبيحصلش.. تجربة سيئة.. للعلم السماعة بدون ضمان وبتيجي من غير ستيكر اتصال,"2,688",للأسف معرفتش اوصل السماعة بلوتوث من موبايلات مختلفة شحنتها الاول وعملت زي المانيوال بالظبط مفيش فايدةوالسماعة نفسها مفروض تنور ولكن مبيحصلش تجربة سيئة للعلم السماعة بدون ضمان وبتيجي من غير ستيكر اتصال,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,4.0,جيد,"2,688",جيد,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,لو سمحت انا انتظر الفاتورة الضريبيه و منزلتش,"2,688",لو سمحت انا انتظر الفاتورة الضريبيه و منزلتش,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"1- صوت الميديا عند اخر درجات الصوت مزعج جدا وبيسبب صداع
2- الصوت أثناء المكالمة وعند الطرف الاخر بيكون فيه صدي كثير والصوت غير واضح بالمرة
3- Transparency Mode
أقل ما يُقال عنه أنه مزعج وغير مُرضي بالمرة وبيدخل كمية دوشة وصوت عالي من الخارج تؤدي لصداع وعدم تركيز بدرجة كبيرة
4- برنامج التحكم في السماعة لا يُبين درجة شحن السماعات او علبة الشحن بالأرقام كأنه سر
5- الدعم الفني للمنتج في الشركة الأم لا يدعمون المنتج طلما تم شراؤه عن غير طريقهم غير أنهم لا يهتموا بقراءة الرسائل التي تُرسل لهم بعناية ويقوموا بالرد بكلام فارغ لا علاقة له بالمشكلة بالمرة.
6- السماعة بتفصل من التليفون لوحدها وبتفوتني مكالمات في الاماكن الدوشة بسبب أني مش باسمع التليفون وهو بيرن
7- السماعة مفيهاش لمبة تبين حالة التشغيل إذا كانت شغالة ولا لا ومحتاجة شحن ولا مشحونة
الخلاصة السماعة دي من أسوأ المنتجات اللي حد ممكن يشتريها أو حتي يجربها ولا أنصح بها مطلقا ولا أنصح ان حد يرمي فلوسه علي الأرض ويشتريها","2,688",صوت الميديا عند اخر درجات الصوت مزعج جدا وبيسبب صداع الصوت أثناء المكالمة وعند الطرف الاخر بيكون فيه صدي كثير والصوت غير واضح بالمرة أقل ما يقال عنه أنه مزعج وغير مرضي بالمرة وبيدخل كمية دوشة وصوت عالي من الخارج تؤدي لصداع وعدم تركيز بدرجة كبيرة برنامج التحكم في السماعة لا يبين درجة شحن السماعات او علبة الشحن بالأرقام كأنه سر الدعم الفني للمنتج في الشركة الأم لا يدعمون المنتج طلما تم شراؤه عن غير طريقهم غير أنهم لا يهتموا بقراءة الرسائل التي ترسل لهم بعناية ويقوموا بالرد بكلام فارغ لا علاقة له بالمشكلة بالمرة السماعة بتفصل من التليفون لوحدها وبتفوتني مكالمات في الاماكن الدوشة بسبب أني مش باسمع التليفون وهو بيرن السماعة مفيهاش لمبة تبين حالة التشغيل إذا كانت شغالة ولا لا ومحتاجة شحن ولا مشحونة الخلاصة السماعة دي من أسوأ المنتجات اللي حد ممكن يشتريها أو حتي يجربها ولا أنصح بها مطلقا ولا أنصح ان حد يرمي فلوسه علي الأرض ويشتريها,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,الصوتيات عادية لكن جودة المكالمات جيدة,"2,688",الصوتيات عادية لكن جودة المكالمات جيدة,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,2.0,خاصية عزل الضوضاء لا تعمل نهائيا ، الطرف الآخر فى المكالمة يستطيع سماع أصوات الضوضاء المحيطة بى كمتصل ؛ سواء كانت ضوضاء ناتجة عن أشخاص ، أصوات السيارات و المقاهي و ضوضاء الطرقات فى العموم....سيتم تعديل التقييم فى حال إسترداد المبلغ المدفوع,"2,688",خاصية عزل الضوضاء لا تعمل نهائيا الطرف الآخر فى المكالمة يستطيع سماع أصوات الضوضاء المحيطة بى كمتصل سواء كانت ضوضاء ناتجة عن أشخاص أصوات السيارات و المقاهي و ضوضاء الطرقات فى العمومسيتم تعديل التقييم فى حال إسترداد المبلغ المدفوع,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,3.0,"الخامة جيدة جدا
العزل رائع
فيها اعدادات تخلي الصوت زي الدي جيه كأنو Surrounding بس مش surrounding اوي يعني","2,688",الخامة جيدة جدا العزل رائع فيها اعدادات تخلي الصوت زي الدي جيه كأنو بس مش اوي يعني,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,جميلة الصراحه 🥰,"2,688",جميلة الصراحه,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,2.0,للاسف مش تبع ضمان إتصال 😔,"2,688",للاسف مش تبع ضمان إتصال,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"وصلتلي متقشره كإن حد استخدمها قبل كده
الصوت مكتوم مع ان عندي نفس المنتج وفيه فرق ف الجوده بين الاتنين","2,688",وصلتلي متقشره كإن حد استخدمها قبل كده الصوت مكتوم مع ان عندي نفس المنتج وفيه فرق ف الجوده بين الاتنين,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,السماعه وصلت مش شغاله,"2,688",السماعه وصلت مش شغاله,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"مستعمل مش جديد
وطبعا مش معاه ضمان
انصح بعدم شرائه","2,688",مستعمل مش جديد وطبعا مش معاه ضمان انصح بعدم شرائه,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,الصوت متوازن لايؤذى الأذن. صوت رائع. المكالمات جيدة. جودة التصميم والخامات. التوصيل مجاني وسريع من خلال أمازون برايم. ضمان اتصال ١٨ شهر. البائع محترم والتغليف رائع شكرآ أمازون.,"2,688",الصوت متوازن لايؤذى الأذن صوت رائع المكالمات جيدة جودة التصميم والخامات التوصيل مجاني وسريع من خلال أمازون برايم ضمان اتصال شهر البائع محترم والتغليف رائع شكرآ أمازون,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,صوت وخامة جميلة اوى,"2,688",صوت وخامة جميلة اوى,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازة حتي الان من ناحية الصوت و الشكل و الاداء و السوفت وير,"2,688",ممتازة حتي الان من ناحية الصوت و الشكل و الاداء و السوفت وير,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,المستعمل بايظ كله,"2,688",المستعمل بايظ كله,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"Noise cancellition
بيشتغل بكفاءة عند تشغيل الملفات.
لكن كفائته بتقل لما مايكونش فيه ملفات شغاله","2,688",بيشتغل بكفاءة عند تشغيل الملفات لكن كفائته بتقل لما مايكونش فيه ملفات شغاله,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,السماعة ال noise canceling فيه مشكله زي الزفت مبعزلش خالص وفيه زنه فيه والصوت تعبان ع السعر بتاعها فيه سماعات ٣٠٠ ج احسن منها تجربه زي الزفت,"2,688",السماعة ال فيه مشكله زي الزفت مبعزلش خالص وفيه زنه فيه والصوت تعبان ع السعر بتاعها فيه سماعات ج احسن منها تجربه زي الزفت,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,السماعة اليمين فصلت بعد تاني يوم استخدام,"2,688",السماعة اليمين فصلت بعد تاني يوم استخدام,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,2.0,السماعه الشمال بيحصل اهتزاز من الداخل مع جري او ركوب مواصلات بسمع صوت طقطقه,"2,688",السماعه الشمال بيحصل اهتزاز من الداخل مع جري او ركوب مواصلات بسمع صوت طقطقه,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"السماعه صوتها حاد و مزعج و بتسخن في الاذن
وكمان حجمها كبير غير ثابته في الاذن.لكن هي اتصالها سريع للموبايل","2,688",السماعه صوتها حاد و مزعج و بتسخن في الاذن وكمان حجمها كبير غير ثابته في الاذنلكن هي اتصالها سريع للموبايل,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,زي الزفت باظت من تاني اسبوع والتامين الاضافي بيقولوا ملناش دعوة وامازون مش راضيين يحلوا المشكلة لانه فات ١٤ يوم,"2,688",زي الزفت باظت من تاني اسبوع والتامين الاضافي بيقولوا ملناش دعوة وامازون مش راضيين يحلوا المشكلة لانه فات يوم,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,تكنولچيا رائعة ومنتج فوق الوصف ويستحق قيمتة,"2,688",تكنوليا رائعة ومنتج فوق الوصف ويستحق قيمتة,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,"صوت ولا اروع مميزات كتير
تستهل خمس نجوم","2,688",صوت ولا اروع مميزات كتير تستهل خمس نجوم,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,ممتازه من ناحيه الشحن والصوت والعزل,"2,688",ممتازه من ناحيه الشحن والصوت والعزل,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,الميكروفون (المايك) لا يعمل بصوره جيده الصوت غير واضح بالمره,"2,688",الميكروفون المايك لا يعمل بصوره جيده الصوت غير واضح بالمره,محايد
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,تم ارسال منتج ردىء الجودة غير ماتم الإعلان عنه ولا يستحق السعر,"2,688",تم ارسال منتج ردىء الجودة غير ماتم الإعلان عنه ولا يستحق السعر,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,"سماعه خاماتها رديئة صوتها كويس عزلها كويس

التصميم سئ العلبه والسماعه مصنوعه من بلاستيك ردئ

اعتبر السماعة دى من غير مايكات

مايك سئ جدا

فى سعر 3400 جنية بتاريخ شهر 11 سنة 2023

غالية مش بتقدمى قيمة مقابل سعرها","2,688",سماعه خاماتها رديئة صوتها كويس عزلها كويس التصميم سئ العلبه والسماعه مصنوعه من بلاستيك ردئ اعتبر السماعة دى من غير مايكات مايك سئ جدا فى سعر جنية بتاريخ شهر سنة غالية مش بتقدمى قيمة مقابل سعرها,سلبي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,5.0,مايك وANC تحفة,"2,688",مايك و تحفة,إيجابي
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",B0CCH9M3FF,1.0,حسبيالله ونعم الوكيل 3000 جنيه في الارض,"2,688",حسبيالله ونعم الوكيل جنيه في الارض,سلبي
